message_data
"""But ami ashole kotha bole idea nibo then payment"""
"""Painting ki lagano jai eter package koren"""
"""Can you tell me more about your ad?"""
"""Is anyone available to chat?"""
"""Ai price ki ak room er jonno nki full flat er jonno?"""
"""apnarajust pakage e desing den?"""
"""Please try to call afternoon"""
"""Apbader kew amar sathe to contact korlo nah!"""
"""Thank you"""
"""This is my number"""
"""I want to make a customised wardrobe"""
"""Don't you do the interior?"""
"""What is your costing?"""
""""""
"""\ud83d\ude22"""
"""Can I learn more about your business?"""
"""Is anyone available to chat?"""
"""Interior Design"""
"""Or evening"""
"""01984645332"""
"""The wardrobe seems like this"""
"""What will be the probable cost for this design?"""
""""""
""""""
"""Amar basay kisu puran furniture o ashe..ogulakao kisu kora lagbe"""
"""amar 2600 squar feet"""
"""Can I learn more about your business?"""
"""details of your plan / budget.. Flat / room wise...materials?"""
"""Can you tell me more about your ad?"""
"""Interior Design"""
"""01995067812"""
"""Apnara ki onpy desing koren..?"""
"""\u09ac\u0997\u09be\u09ac\u09b9\u09c3\u09a4 \u0996\u09be\u099f\u09c7 \u09b8\u09cd\u099f\u09c7\u09a8\u09cd\u09b8\u09bf\u09b2 \u0995\u09b0\u09be \u09af\u09be\u09ac\u09c7?"""
"""Interior Design"""
"""Is anyone available to chat?"""
"""Can I learn more about your business?"""
"""Can I learn more about your business?"""
"""I'm interested in this post \u2013 https://facebook.com/348805149043271/posts/1182014662388978"""
"""I'm interested in this post - https://facebook.com/348805149043271/posts/1182014662388978"""
"""Okay"""
"""Offline  consantrate kore desing dea jabe"""
"""Hello"""
""""""
"""Cost ta bola jay"""
"""and kitchen work"""
"""kmkon kon matirial ar cost kamn"""
"""I'm interested in this post \u2013 https://facebook.com/348805149043271/posts/1182014662388978"""
"""Is anyone available to chat?"""
"""Can I learn more about your business?"""
"""Can I learn more about your business?"""
"""Can I learn more about your business?"""
"""Is anyone available to chat?"""
"""Hi"""
""""""
"""Can I learn more about your business?"""
"""Can I learn more about your business?"""
"""its all white"""
"""Is anyone available to chat?"""
"""Online Interior Design Consultation"""
"""I'm interested in this post - https://facebook.com/348805149043271/posts/1182014702388974"""
""""""
"""Is anyone available to chat?"""
"""\ud83d\udc4d"""
"""01575021125"""
