message_data
"""I live in a rented house"""
"""Can I learn more about your business?"""
"""\u0986\u09ae\u09be\u09a6\u09c7\u09b0 \u09ac\u09be\u09b8\u09be\u09df \u0995\u09bf \u09b0\u0982 \u09ac\u09cd\u09af\u09be\u09ac\u09b9\u09be\u09b0 \u0995\u09b0\u09a4\u09c7 \u09aa\u09be\u09b0\u09bf \u09b8\u09be\u099c\u09c7\u09b6\u09a8 \u0995\u09b0\u09a4\u09c7 \u09aa\u09be\u09b0\u09ac\u09c7\u09a8 \u0995\u09bf?"""
"""Currently i don't have budget.i jst want for entrance. The house i rent for office architecture i jst hate badly. Later will go for room to room"""
"""+8801732-989202 kindly Msg me b4 call."""
"""Without online consulting do u guys check physically?"""
"""Better 1st talk dan we can decide"""
"""Is ur designer available?"""
"""Chor"""
"""Vedio te je sarmin Jahan er unar kmn khoroc prse?"""
"""apnara ki interior kore thaken"""
"""Hi\nI am planning to redecorate my room and increase storage as much as possible. Was considering the standard package."""
"""Hello"""
"""Thanks"""
"""Hello"""
"""Alright \nDo give me a call\nMake it after 10 pm if possible , i'll be free then"""
"""I didn\u2019t get the pricing theme actually, sorry \ud83d\ude05\nIs it for per room."""
"""Somossa nai"""
"""Amder 2 ta barir 1 ta barir all ready interior kaj colse"""
"""Interior Design"""
"""What do I need to provide?"""
"""Hello"""
"""I wanna do a job ...do u have any job in ur office...\nI'll study for architecture...I just pass the Higher Secondary school  Certificate exam ...I got GPA 5....\nSo if you have any kind of job in ur company ...I would love to do it...."""
"""Talked already"""
"""Can i get the call today? i mean im free now. and i've very short period of time to move to my new home. So i'd be better if we do the discussion part asap."""
"""The whole procedure gonna be online or you guys gonna come for measurement and then give me the design's soft copy?"""
"""?"""
"""Hello"""
"""uttorbonge ki apnader kono shakha office ase??"""
"""I actually need the contact of HR. I need some query about the recruitment process."""
"""01676925907"""
"""hi"""
"""01913717286"""
"""01675639811"""
"""Do you have any job vacancy? Like reply massage or data entry ?"""
"""Okay"""
"""Can I learn more about your business?"""
""""""
"""hello?"""
"""hlw"""
"""Amra korate cacchi..tai ektu darona nitam"""
"""Ami akta flat kinesi Aftab nagar e \u2026\nAkhono flat ta complete hoi ni \u2026.\nAmr kase design ache flat er ..\nApnara ki flat er design dekhe decoration korte parben ?"""
"""Hi"""
"""And if u have any work or if don't have any  kind of vacancy please let me know ..."""
"""Thanks"""
"""it'd*"""
"""01992520397 \nis it possible to call after 10 p.m?"""
"""I mean per room design starts from 2800/-?"""
"""May i know about your package"""
"""Can I learn more about your business?"""
"""can I get this little help? if possible."""
"""Hi, Intarested, called at your number but no response. Please get back, need some Interior consultancy"""
"""Online Interior Design Consultation"""
"""Can I learn more about your business?"""
"""hi"""
"""01862286395"""
"""hello"""
"""You can WhatsApp me if you have still or videos"""
"""As the sales people do"""
"""Okay"""
"""I need a complete office interior for a new office from January"""
"""Can I learn more about your business?"""
"""this is my number"""
"""Do you provide facilities in Chittagong"""
"""Could you please respond there"""
"""Is anyone available to chat?"""
"""01785857116"""
"""Is anyone available to chat?"""
"""how can I join intership"""
"""Is anyone available to chat?"""
""""""
""""""
"""hi"""
"""Uttarpara, bhuiya Bari, khilkhet Dhaka"""
"""Great"""
"""And I prefer to see some of your commercial work done for an overall idea"""
"""And tell your people not to keep calling whole day"""
"""I have taken your services before, so I have sent you a text on WhatsApp"""
"""Can you tell me more about your ad?"""
"""Apnader office ta kothay jeno?"""
"""Can I learn more about your business?"""
"""Number"""
"""Is anyone available to chat?"""
"""Pls WhatsApp me first"""
"""Can you tell me more about your ad?"""
"""Kitchen Cabinet korate chai"""
"""I am a final year student of Daffodil International University dept of CSE"""
"""Can I learn more about your business?"""
"""I m searching the page where I can send  CV"""
"""Hello"""
"""Can you tell me more about your ad?"""
"""Can I call me\nMy number 01737216964"""
"""interested"""
"""Accha thank you."""
"""hi"""
"""Hlo there"""
"""\u09a8\u09bf\u09a4\u09c7 \u099a\u09be\u0987 \u0986\u09aa\u09c1\u0964 \u09a6\u09c7\u09be\u09b2\u09a8\u09be\u09b0 \u09a6\u09be\u09ae \u0995\u09a4\u09c7\u09be?"""
"""Hello"""
"""Koto"""
"""studio type"""
"""Apnara ki furniture make kore den?"""
"""hello"""
""""""
"""01979998989"""
"""Ok"""
""""""
"""Can you tell me more about your ad?"""
"""I'm interested. Can you tell me more?"""
"""Thanks"""
"""Ok"""
"""Ekta deyal bhenge room banabo \nApnara ta koren?"""
"""I want join here as a software engineer intern.Can you tell me the requirement or process please?"""
"""Hi"""
"""hi"""
"""Do you only do consultation or you work as well"""
"""Same etar prc I bolen"""
""""""
"""Can you tell me more about your ad?"""
"""Apnara ki eshe dekhben"""
"""1600 sqf e thaki dui ta room re modify  korbo kom khoroche"""
"""Can you tell me more about your ad?"""
"""Can I learn more about your business?"""
"""Ji"""
""""""
""""""
"""Naki shudhu disgin den?"""
"""kishr package ektu bujhie boben plz"""
"""The Facebook advertisement for today"""
"""01611859536"""
"""Flat size 1200 square"""
"""Can you tell me more about your ad?"""
"""Nice"""
"""01711328906"""
"""Can you tell me more about your ad?"""
"""OK ami janabo"""
"""O"""
"""Can I learn more about your business?"""
"""If I take a package, can you also provide the furniture?"""
"""What its meaning? if i spend 7k whatll i get?"""
"""I will In Sha Allah"""
"""Awesome design you did"""
"""What is the name of the Color please?"""
"""Only drawing n. Daining same erokom cost ?"""
"""Online Interior Design Consultation"""
""""""
"""\u09a6\u09be\u09ae"""
""""""
"""Kitchen cabinet sqft melamine board  dia koto  ???"""
"""how much is square feet?"""
