message_data
"""How can I avail Online Interior Design Consultation?"""
"""Apndr somporker ektu bistarito bolen"""
"""Thanks, I will let you know"""
"""Um not sure yet.\nAmi 31st January move korchi new bashay. \n1st or 2nd february te ghor ta guchiye apnader ke ekta video pathabo vabchi. \nBut eta jehetu online based ekta jinish apnader idea niye ami copy o kore felte pari. \nAbar consultancy pochondo na holey pay korteo mon chaibe na.\nShomadhan ki?"""
"""Tell me more about your business?"""
"""Online Interior Design Consultation"""
"""Tell me more about your business?"""
"""7 item"""
"""01870165849"""
""""""
"""i need colored papers for wall"""
"""Okay"""
"""Ok i will latter"""
"""What are your services?"""
"""How can I avail Online Interior Design Consultation?"""
"""Dekan"""
"""What are your services?"""
"""Hello"""
""""""
"""hi"""
"""Apnader product ki?"""
"""Tell me more about your business?"""
"""What are your services?"""
"""01400772349"""
"""Okay"""
"""How can I avail Online Interior Design Consultation?"""
"""Tell me more about your business?"""
""""""
"""9 fet height porda ache"""
"""Tell me more about your business?"""
"""What are your services?"""
"""Hello"""
"""What are the service?"""
"""Tell me more about your business?"""
"""What are your services?"""
"""kibabe"""
"""What are your services?"""
"""Online Interior Design Consultation"""
"""Pause questions"""
"""\u09b0\u09c1\u09ae \u0993\u09df\u09be\u09b2\u09aa\u09c7\u09aa\u09be\u09b0 \u09aa\u09be\u0993\u09df\u09be \u09af\u09be\u09ac\u09c7 \u0986\u09aa\u09a8\u09be\u09a6\u09c7\u09b0 \u0995\u09be\u099b\u09c7"""
"""Okay"""
"""Ki ki diben 2800 takay"""
""""""
"""ki upai dekhi"""
"""What are your services?"""
""""""
"""Commercial Design Consultation"""
"""What are your services?"""
""""""
"""What are your services?"""
"""How can I avail Online Interior Design Consultation?"""
"""Ami akta sitting area sajate cai ki be ki proses"""
"""Okk"""
"""O1734519503"""
"""Tell me more about your business?"""
""""""
"""Hello sir"""
"""I am interested in making anything architecture view"""
"""Assalamuwalaikum"""
"""Tell me more about your business?"""
""""""
"""What are your services?"""
"""What are your services?"""
"""What are your services?"""
"""Can you explain to me how we can do this ?"""
"""Tiny kitchen e intorior korte minimum kemon cost lage"""
"""Only consultaion naki final work o apnara koren"""
"""How can I avail Online Interior Design Consultation?"""
"""Assalamualykum"""
"""What are your services?"""
"""What are your services?"""
"""\u09aa\u09cd\u09b0\u09b6\u09cd\u09a8 \u09aa\u099c \u0995\u09b0\u09c1\u09a8"""
"""\u098f \u09ad\u09be\u0987 \u09a4\u09c1\u09ae\u09bf"""
"""I am  using"""
"""What are your services?"""
""""""
"""What are your services?"""
"""What are your services?"""
"""What are your services?"""
"""What are your services?"""
"""\u098f\u0995 \u09b0\u09c1\u09ae \u09eb\u09e6\u09e6 \u099f\u09be\u0995\u09be \u09b2\u09be\u0997\u09ac\u09c7"""
"""Hey"""
"""Tell me more about your business?"""
"""What are your services?"""
"""How can I avail Online Interior Design Consultation?"""
"""Hi"""
"""No thanks"""
"""How can I avail Online Interior Design Consultation?"""
"""How can I avail Online Interior Design Consultation?"""
"""What are your services?"""
"""1ta room setting Kore dite parben"""
"""Koto niben"""
"""N"""
"""\u0986\u09b8\u09b8\u09be\u09b2\u09be\u09ae\u09c1 \u0986\u09b2\u09be\u0987\u0995\u09c1\u09ae"""
"""What are your services?"""
"""How can I avail Online Interior Design Consultation?"""
"""Tell me more about your business?"""
"""What are your services?"""
"""What are your services?"""
"""What are your services?"""
"""Details bole"""
"""01712500644 please call tomorrow"""
"""Thanks!"""
"""What are your services?"""
"""Details please?"""
"""Tell me more about your business?"""
"""I just wanted to know the process"""
"""Me ur"""
"""What are your services?"""
"""\u0986\u09ae\u09bf \u0986\u09ae\u09be\u09b0 \u0998\u09b0 \u09b8\u09be\u099c\u09be\u09a4\u09c7 \u099a\u09be\u0987"""
"""What are your services?"""
"""What are your services?"""
"""Show something"""
"""Tell me more about your business?"""
"""Tell me more about your business?"""
"""7k price this all items"""
"""What are your services?"""
"""Wall design"""
"""Tell me more about your business?"""
"""What are your services?"""
"""Ki vabe aktu different kora jai"""
"""What are your services?"""
"""Tell me more about your business?"""
"""What are your services?"""
"""How can I avail Online Interior Design Consultation?"""
"""Plesse  give me a some picture in room"""
"""What are your services?"""
"""The 2D package"""
""""""
""""""
"""What are your services?"""
"""But khub 1ta shajano na"""
"""Apnader 3ta package dekhchhi"""
"""Done"""
"""Thanks"""
"""Dinning space tar design korte chai"""
""""""
"""01760377743"""
"""What are your services?"""
"""What are your services?"""
"""Tell me more about your business?"""
"""Tell me more about your business?"""
"""What are your services?"""
"""How can I avail Online Interior Design Consultation?"""
"""Shajate gele confused hoye jacchi j konta korbo r konta korbo na"""
"""Konta book kora uchit bujhte parchhi na"""
"""Okay"""
"""Thanks"""
"""Great"""
"""Lagbe"""
"""What are your services?"""
"""7000 tk akta pakeg deklm,,oiya te ki ki thakbe"""
"""Ohh,,tnx"""
"""What are your services?"""
"""What are your services?"""
"""What are your services?"""
"""\ud83e\udd14"""
""""""
"""T shirt"""
"""What are your services?"""
"""What are your services?"""
"""Tell me more about your business?"""
"""Can you explain about this"""
"""How can I avail Online Interior Design Consultation?"""
"""Tell me more about your business?"""
"""What are your services?"""
"""How can I avail Online Interior Design Consultation?"""
"""What are your services?"""
"""I want to know more"""
"""Tell me more about your business?"""
"""I need a job"""
"""Please show your products"""
"""Thank you"""
"""My project is running now. I will contact you later."""
"""Tell me more about your business?"""
"""How can I avail Online Interior Design Consultation?"""
"""What are your services?"""
"""What are your services?"""
"""What are your services?"""
"""How can I avail Online Interior Design Consultation?"""
""""""
"""How can I avail Online Interior Design Consultation?"""
""""""
"""What are your services?"""
"""please send me your address, email and contact number"""
"""What are your services?"""
"""What are your services?"""
"""What are your services?"""
"""\u0989\u09a4\u09cd\u09a4\u09b0\u09be \u09e7\u09eb \u09a8\u0982"""
"""\u09ae\u09c7\u099f\u09cd\u09b0\u09cb\u09b0\u09c7\u09b2 \u09b8\u0982\u09b2\u0997\u09cd\u09a8"""
"""What are your services?"""
"""What are your services?"""
"""How can I avail Online Interior Design Consultation?"""
"""What are your services?"""
"""What are your services?"""
"""How can I avail Online Interior Design Consultation?"""
"""Tell me more about your business?"""
"""Yes"""
"""Tell me more about your business?"""
"""Hi"""
